,full_text
2010,@Hasbro @EquestriaDaily I’m sure it will look wonderful whatever people make everyone’s gonna love it I don’t worry about what’s going to happen if they don’t they made it wonderful and adorable
1369,"RT @GrayseekerFic: There's just something about Decepticons and rainbows, yanno? Can't help wondering if Hasbro was trying to tell us somet…"
1499,RT @TheFancyMark: Any of the #CHC peeps have an extra Classified Zartan they'd be willing to part with? I'm getting impatient waiting on Ha…
1599,"RT @Max_Dunbar: Drizzt and Guenhwyvar vs a White Dragon from the Hasbro action figure box art. 
AD @crowsmack 
#dnd https://t.co/u5I4xsNGiN"
1600,"New Poseable Transformers R.E.D. Releases 
Read More: https://t.co/ez5jqAxrXk https://t.co/36yBNdhhmQ"
2011,"TOYFARCE INTERVIEWS:
“STOP PUTTING TOYS IN THEM!”: AN INTERVIEW WITH SVEN IVAR DETOLF, THE INVENTOR OF THE DETOLF GLASS CABINET!
https://t.co/oh84MeAqTY

#toyfarce #detolf #ikea #ikeadetolf  #hasbro #mattel #hottoys #neca #mcfarlanetoys #super7 #toycollector #toycollection #toys https://t.co/u4YWIOFu8i"
2012,RT @preterniadotcom: Looks like Kenner Ecto-1 is going to be part of the Hasbro Walmart preorders next Monday. https://t.co/k9O6ac9hIm
1370,🔴 ⚪️ Didn’t have enough time to do a snazzy background like @ColossusNick ...but here’s this weeks entry from me ..@hWoOfficialPage ..got to bring out the big hitters to stop a Bret Hasbro winning every week #FigureFriday #hWoFigureFriday  🔴⚪️ https://t.co/uyga92Hd09
1252,"Lul, imagine Hasbro doing a Lightning toyline by season. Lightning figures, morphers and gimmicks all at once. A Japan quality Super Megaforce toyline would be amazing. https://t.co/vPdCZknGkx"
1786,@HailKingCrimson @Hasbro There was an alternate deco in cartoon accurate colors but I don't know what happened to it
1787,POTP Inferno and Mastermind Creations Brawn! #transformers #toyphotography #hasbro #mastermindcreations @skiing_penguin https://t.co/g45Nc5uscU
2274,"RT @Creeperbrine102: a man can dream
@FortniteGame @Hasbro https://t.co/tis1Ee4a0G"
1079,"sparkless seeker 

hasbro is seriously selling toys of dead bodies this is insane https://t.co/i0L8adEYQt"
2352,RT @TheFwoosh: #Hasbro: #Transformers Studio Series 86 #Blurr Review https://t.co/IXlsYWFYve https://t.co/mt8lfT8pi5
1253,Check out G.I. Joe Fast Draw V1 Series Six Vintage 1987 Mobile Missile Specialist #Hasbro https://t.co/FLbDI3e2DB via @eBay
1080,@tvc375 Glad to help! Let's hope it reaches @Hasbro's ears! https://t.co/GmLs2mTdQZ
1788,RT @GBNewsdotcom: Hasbro’s Real #Ghostbusters Kenner Classics line adds the Ecto-1 along with two ghost toys: https://t.co/LUGzdEhiJY https…
2275,"""Ad:"" Hasbro Kenner Marvel Legends Retro Iron Man 3.75” Figure in hand https://t.co/izPcdiObh7 https://t.co/SSoRHyK38m"
2161,"RT @BigTopApps: [PRE-ORDER] Threezero Transformers War for Cybertron Megatron Deluxe Figure https://t.co/JBOaCZzkrQ

$249.99  
End Date: Mo…"
2353,"RT @_griffinwriter_: Step 1 in a new new ref and design for my minicon, Apollos. Decisively studied some offcial hasbro refs to grow from m…"
2354,"RT @Creeperbrine102: a man can dream
@FortniteGame @Hasbro https://t.co/tis1Ee4a0G"
1601,"RT @adudesnerdery: @TheImperialcomm @Hasbro Congratulations, have been enjoying your channel for almost a year!"
2013,@TheImperialcomm @Hasbro @TK42210 @TK_4601 @vader66_lord @ImperialBase @P4LP4T1NE @BanthaSkullcom @bossksbounty @ATGcast @Dregz_Cat @JTArchives I think I made it 1000!
2355,"RT @Creeperbrine102: a man can dream
@FortniteGame @Hasbro https://t.co/tis1Ee4a0G"
1789,RT @BDisgusting: Hasbro’s Retro “The Real Ghostbusters” Toy Line Expands With Ecto-1 Vehicle and Classic Monsters! https://t.co/41crOUHDQy
2014,"RT @ArtsnEnds4: Check out Disney's Beauty &amp; The Beast Enchanting Melodies Belle Doll, Hasbro #Hasbro https://t.co/Kjfut0dK72 via @eBay"
2276,🦋REDUCED🦋Now available on #Mercari for $23! Tap the link to sign up and get up to $30 off PLUS FREE SHIPPING 🚚#buyblack #shopsmall #blackownedbusiness #blackowned #games #boardgames #hasbro #battleship #partygames #toys #activities https://t.co/ScAOjwFbzG
1602,"@Serena26447298 @Hasbro Hmmm yeah, ya better listen to me @Hasbro I gave myself fake boobs for your kids pony cartoon! DON'T CALL ANYBODY!!!"
1790,RT @GBNewsdotcom: Hasbro’s Real #Ghostbusters Kenner Classics line adds the Ecto-1 along with two ghost toys: https://t.co/LUGzdEhiJY https…
2015,RT @nerdsforyang: I am not at all outraged that Hasbro chose to call its product Potato Head. It's not the end of America folks.
1371,RT @MorphinLegacy: NEW REVIEW ALERT! Check Out my newest #MorphinLegacyReviews video where I unbox &amp; review Wave 8 of the #LightningCollect…
2016,RT @preterniadotcom: Looks like Kenner Ecto-1 is going to be part of the Hasbro Walmart preorders next Monday. https://t.co/k9O6ac9hIm
2017,RT @verge: The engineers building ridiculous dart blasters that Nerf won’t touch https://t.co/pQbYSHaGC7 https://t.co/AUmqsfpqcZ
2277,"RT @toysbeetle: Marvel Legends Amazon Exclusive Charred Movie Deadpool ships in next week ($24.99) on Amazon-https://t.co/I19jExVbSY

#MARV…"
1500,Any of the #CHC peeps have an extra Classified Zartan they'd be willing to part with? I'm getting impatient waiting on Hasbro.
1791,"RT @Max_Dunbar: Drizzt and Guenhwyvar vs a White Dragon from the Hasbro action figure box art. 
AD @crowsmack 
#dnd https://t.co/u5I4xsNGiN"
1254,RT @Kotaku: Hasbro’s Bringing Back Sweet 1980s Ghostbusters Toys https://t.co/DYg9ywqxxE https://t.co/lZ8bXShgSz
1792,RT @preterniadotcom: Transformers WFC Walmart Exclusive Soundwave and Prime are now up on Hasbro Pulse Partner Exclusives page for Premium…
2018,RT @preterniadotcom: Looks like Kenner Ecto-1 is going to be part of the Hasbro Walmart preorders next Monday. https://t.co/k9O6ac9hIm
2205,RT @AndyH_3D: Boxload of awesomeness! Full set of brand new MLP 'Natural Series' figurines by Pop Mart! The quality on them is incredible!…
1255,Check out Transformers Accessory Jazz G1 Missiles 2 Vintage 1984 Hasbro Original #Hasbro https://t.co/NMHuN53b9f via @eBay
1256,RT @protoncharging: Set your alarm clock for Monday! Walmart online will be taking pre-orders - March 15 @ 1:00 p.m. ET - for the next thre…
2206,RT @adudesnerdery: Please join 3 Men &amp; a Monkey Lizard tonight with our very special guest @VicsCantina at 7pm EST/4pm PST/Midnight UK for…
1793,"RT @toygrind: Checked in on my Hasbro Pulse order and it said ""unfulfilled"". me too bitch u aint special"
1794,"RT @Max_Dunbar: Drizzt and Guenhwyvar vs a White Dragon from the Hasbro action figure box art. 
AD @crowsmack 
#dnd https://t.co/u5I4xsNGiN"
1081,"I can’t believe I’m saying this, but Mr.Potato Head isn’t being canceled, leftists didn’t cancel anything, the company Hasbro is doing it on their own free will, stop falling for these tricks that it’s somehow us leftists doing it. #PotatoHead"
2207,"@Sintechness @GIJoeOfficial @Hasbro This is great! I love that issue, and it fits perfectly with @AtticaGazette’s pic today. The setting is perfect too, and I agree the Fridge arms look right on Roadblock. Is that a “Double Blast” torso on him too?"
2019,"RT @wwfhasbromaniax: #hWoFigureFriday #wwfhasbrocustom #joker
Joachim Phoenix Joker  Hasbro Custom 🃏🤡 https://t.co/9VrwNEXcx9"
1257,"I know it used to be ""lazy writing"" for such a thing, but it's worked out OK for Marvel and DC. Power Rangers doesn't HAVE to be as serious as these (as comics don't either BTW). Let's let Hasbro do what they see fit."
2356,"RT @WorldofTanksEU: YO JOE!
 
Join G.I. Joe, a Real American Hero and fight the ever-present menace of COBRA with the B.T.T.!
 
Or join for…"
2020,"RT @SaffronOlive: This is probably a big ask. I'm sure it would greatly increase the Arena teams work load. This said, Wizards made $900 mi…"
1501,"WORLD OF TANKS Finally Crosses over with the Iconic G.I.Joe Franchise #Trailer #hasbro

See more at #RCRNewsMedia

https://t.co/f5cWrdztxV"
1795,@HimboLion @OwenR82 @scraggymin @cc_rode @Hasbro You were born either a boy or girl right? Have birth certificate to prove otherwise?
1603,"RT @Max_Dunbar: Drizzt and Guenhwyvar vs a White Dragon from the Hasbro action figure box art. 
AD @crowsmack 
#dnd https://t.co/u5I4xsNGiN"
1372,"RT @Max_Dunbar: Drizzt and Guenhwyvar vs a White Dragon from the Hasbro action figure box art. 
AD @crowsmack 
#dnd https://t.co/u5I4xsNGiN"
1258,Check out G.I. Joe Accessory Torpedo V1 Series Two Seal Scuba Tanks Vintage 1983 #Hasbro https://t.co/9sacLWSWSw via @eBay
2021,RT @preterniadotcom: Looks like Kenner Ecto-1 is going to be part of the Hasbro Walmart preorders next Monday. https://t.co/k9O6ac9hIm
1796,RT @preterniadotcom: Looks like Kenner Ecto-1 is going to be part of the Hasbro Walmart preorders next Monday. https://t.co/k9O6ac9hIm
1259,Check out Transformers Parts &amp; Accessories Skids G1 Liquid Nitrogen Rifle - Twin Electron #Hasbro https://t.co/VgsLnKEcfI via @eBay
2022,RT @preterniadotcom: Looks like Kenner Ecto-1 is going to be part of the Hasbro Walmart preorders next Monday. https://t.co/k9O6ac9hIm
1502,"WORLD OF TANKS Finally Crosses over with the Iconic G.I.Joe Franchise #Trailer #hasbro

See more at #RCRNewsMedia

https://t.co/XVnMJLeYCD https://t.co/h3c56jU71N"
1797,"RT @thedextriarchy: I love how @jake_k’s DIY Week has showcased all my coworkers’ cool hobbies, like @StarFire2258’s super-intense Nerf mod…"
2162,"""Ad:"" Marvel Universe (Hasbro) 3.75 Comic Pack - Colossus &amp; Juggernaut (NEW) https://t.co/PFtaEe3wPV https://t.co/qdHbFD3jpf"
2163,"""Ad:"" Marvel Universe (Hasbro) 3.75 Comic Pack - Captain America &amp; Falcon (NEW) https://t.co/P108CzDMCJ https://t.co/pLH7y6OY7l"
1260,"RT @BlogginandLivin: Mini Kroger Haul for a Date Night at Home | Board Games &amp; Chocolates

➡️ https://t.co/0MnKRBwj0D ⬅️
-
-
-
#datenight #…"
1147,"This is a great interview - well worth checking out if you waiting for, have received or interested in the @Hasbro #Haslab #Unicron figure https://t.co/5k1COQpFAr"
1503,"WORLD OF TANKS Finally Crosses over with the Iconic G.I.Joe Franchise #Trailer #hasbro

See more at #RCRNewsMedia

https://t.co/87NINNaLfg"
2023,RT @preterniadotcom: Looks like Kenner Ecto-1 is going to be part of the Hasbro Walmart preorders next Monday. https://t.co/k9O6ac9hIm
1798,@Hasbro can we please get a classified cobra commander in this toon Accurate outfit? pls!! https://t.co/5wp1ZwnMU0
2024,"RT @wwfhasbromaniax: #hWoFigureFriday #wwfhasbrocustom #joker
Joachim Phoenix Joker  Hasbro Custom 🃏🤡 https://t.co/9VrwNEXcx9"
1148,"@xHartzy find me one person offended by Mr. Potato Head, Dr. Seuss, or Abraham Lincoln. Some changes are positive and unprovoked. no one told hasbro to rename potato or Dr. Seuss's objectively racist books to be removed"
1082,"RT @Max_Dunbar: Drizzt and Guenhwyvar vs a White Dragon from the Hasbro action figure box art. 
AD @crowsmack 
#dnd https://t.co/u5I4xsNGiN"
2025,RT @TheImperialcomm: #StarWars #Hasbro #kenner @Hasbro #TheMandalorian #Stormtrooper #backtvc @TK42210 @TK_4601 #DarthVader @vader66_lord @…
1261,"Set your alarm clock for Monday! Walmart online will be taking pre-orders - March 15 @ 1:00 p.m. ET - for the next three offerings in Hasbro's Real Ghostbusters Kenner Classics. Ecto-1 ($49.99), Bug Eye and the weirdest Transformer ever (not really), Fearsome Flush (both $14.99) https://t.co/xb6jZ3Uxr9"
1604,RT @GBNewsdotcom: Hasbro’s Real #Ghostbusters Kenner Classics line adds the Ecto-1 along with two ghost toys: https://t.co/LUGzdEhiJY https…
2026,RT @preterniadotcom: Looks like Kenner Ecto-1 is going to be part of the Hasbro Walmart preorders next Monday. https://t.co/k9O6ac9hIm
1605,@smokinjoep420 @Hasbro @HasbroPulse got X-Men from: https://t.co/DdSkKxflWx some of the other cabinets/props in the pic are from https://t.co/tOD0KICD0i both guys are super talented and highly recommended!
2278,@Jon_Pena75 Unreleased hasbro in green
1373,"@colinangle @iRobot @bakerhughesco @JohnDeere @Hasbro As the CEO of a robotics company that failed to stay afloat, I am very curious to have an insight on the type of partnership you managed to close. Shortly speaking, what can be given, for what? I would really appreciate your comments on that."
2027,The reaction and bile being spewed over Kingdom Rodimus really has me once again questioning how much I want to interact with Transformers fandom. Like...just don't buy it? I probably won't. People out here acting like Hasbro shot their puppy.
2028,RT @GBNewsdotcom: Hasbro’s Real #Ghostbusters Kenner Classics line adds the Ecto-1 along with two ghost toys: https://t.co/LUGzdEhiJY https…
2029,RT @GBNewsdotcom: Hasbro’s Real #Ghostbusters Kenner Classics line adds the Ecto-1 along with two ghost toys: https://t.co/LUGzdEhiJY https…
1262,Check out Transformers Accessory Smokescreen G1 Electro-Disruptor Rifle Vintage 1985 #Hasbro https://t.co/FgGEMTweVb via @eBay
1263,"RT @DesignINcase: What If? : Swapped Helmets

https://t.co/io9nOE4JnY

#powerrangers #toyphotography #supersentai #tokusatsu #hasbro https:…"
1799,RT @preterniadotcom: Transformers WFC Walmart Exclusive Soundwave and Prime are now up on Hasbro Pulse Partner Exclusives page for Premium…
2030,Looks like Kenner Ecto-1 is going to be part of the Hasbro Walmart preorders next Monday. https://t.co/k9O6ac9hIm
1264,RT @Kotaku: Hasbro’s Bringing Back Sweet 1980s Ghostbusters Toys https://t.co/DYg9ywqxxE https://t.co/lZ8bXShgSz
1800,@wes95897056 @cc_rode @Hasbro why gender a piece of plastic?
1265,"@speed333force @demonscythsynth @SerpentorsLair Lots of animated designs never made it to toys.  Some may have been early concepts.  Others may have been animation decisions.  There was tons of untapped potential in the cartoon for new figures.  But, Hasbro never went that route in the 2000's...for reasons."
1266,@RangerBoard @Pookina1 @PowerRangers @Hasbro I hope we get a Solon figure too! Definitely need one when hasbro didn’t make a scrozzle figure 😞.  I bet the lightening collection figure would be amazing looking too . I will take a basic and LC version of it. Who ever created the costume did an awesome job on it.
2031,Hasbro’s Real #Ghostbusters Kenner Classics line adds the Ecto-1 along with two ghost toys: https://t.co/LUGzdEhiJY https://t.co/drbpmzHvmb
1149,"RT @Max_Dunbar: Drizzt and Guenhwyvar vs a White Dragon from the Hasbro action figure box art. 
AD @crowsmack 
#dnd https://t.co/u5I4xsNGiN"
1606,"@TitoMonroy577 @Hasbro @GIJoeOfficial @theweeknd Can’t go wrong with that, hell yeah"
1801,RT @preterniadotcom: Transformers WFC Walmart Exclusive Soundwave and Prime are now up on Hasbro Pulse Partner Exclusives page for Premium…
2164,"I'm just gonna say this:

Hasbro streamlined their process. Instead of two boxes with a potato and different stuff in each, they made one box, with a potato, and all the same stuff in it.

Hasbro put the power of the potato, in the hands of the people.

That's freedom."
2032,"RT @Max_Dunbar: Drizzt and Guenhwyvar vs a White Dragon from the Hasbro action figure box art. 
AD @crowsmack 
#dnd https://t.co/u5I4xsNGiN"
2208,@Sintechness @GIJoeOfficial @Hasbro Awesome
1083,RT @Slightlyonfire: The original spider Tank - Beast Wars Microverse Arachnid! How about a Titan Class Arachnid for whatever comes after Ki…
1374,RT @StarWarsNewsNet: New The Vintage Collection Star Wars Figures Available for Pre-Order at Walmart on 3/15 - #Hasbro #StarWars #Toys - ht…
2279,Great Thrawn snap from @gofigurephoto 🦾 use #starwarstimeshow for features #thrawn #starwarsrebels #hasbro https://t.co/YUDePcAvML https://t.co/WhvJ0hAkeL
1802,"@ParaVeracity @OwenR82 @scraggymin @cc_rode @Hasbro ah finally, I'm not real and can leave this mortal coil"
1084,"RT @Max_Dunbar: Drizzt and Guenhwyvar vs a White Dragon from the Hasbro action figure box art. 
AD @crowsmack 
#dnd https://t.co/u5I4xsNGiN"
1375,New The Vintage Collection Star Wars Figures Available for Pre-Order at Walmart on 3/15 - #Hasbro #StarWars #Toys - https://t.co/w59O7aJRU2 https://t.co/luzDe5fReC
1803,RT @FreddyInSpace: I love the idea of a new generation of kids playing with the same Ghostbusters toys so many of us loved back in the 80s…
2357,"RT @EfflamMercier: Lands / landscapes

Wish Hasbro/ MTG rates would keep up with inflation so I could paint some more lands ✨🤗 https://t.co…"
1504,"RT @worldoftanks: In this week’s episode of WoT’s Next, Cmdr_AF reports on the Blueprint Exchange, Battle Pass Season 4, Steel Hunter, and…"
1376,RT @_Shummy_: society if hasbro actually put lps on store shelves instead of overcharging them on amazon https://t.co/pBmuJhsuyq
1377,My Hasbro Pulse order includes Scourge and Hot Rod from the Studio Series ‘86 line and Deep Cover from the Generations Selects line.
1804,RT @laurelHubbard11: Super news ! Toy maker Hasbro adopts gender neutral labels for a toy in a world first ! Great they are promoting anti-…
1267,Check out Transformers Accessory Runabout G1 High-energy Particle Beam Rifle Vintage 1986 #Hasbro https://t.co/eHoNstbUTt via @eBay
